458258	454307
458258	454771
458258	455888
458258	456528
458258	459664
458258	460311
458258	456173
458258	458459
458258	460569
458258	7628319
458258	7628362
458258	7628366
390903	6692632
798549	675809
3077311	3339538
3057568	865085
3190538	3239259
2960313	2960514
2960313	2960599
3190538	11288255
2562770	8299716
458258	454564
798549	665283
798549	663116
597427	864479
597427	864480
146669	146213
146669	146267
146669	146383
146669	146411
146669	146615
660013	830699
3202326	3337520
3202326	3337525
3202326	3337530
3190538	3199522
3190538	3201252
3190538	3190949
3190538	3193964
3190538	3194647
3190538	3197377
3190538	3198646
458258	454968
3190538	3239050
3190538	3239061
3190538	3239095
3190538	3239104
3190538	3239103
3190538	3239111
3190538	3239237
798549	679385
732800	732771
3190538	8133579
3190538	8133589
3190538	8133587
3190538	3344894
3190538	3344897
3190538	3344929
3190538	3344938
3190538	3344943
458258	458621
458258	459278
3190538	8986279
798549	672460
798549	683901
798549	684647
798549	686253
798549	675917
2782113	2766823
597427	864389
597427	864477
597427	864483
458258	456203
458258	461112
3017382	11071624
3190538	8133580
3190538	8133593
3190538	8133590
3190538	8133592
3175395	3165048
2562770	8299703
2562770	8299722
2562770	8299725
2562770	8299720
2562770	8299723
2562770	8299753
798549	686192
798549	667267
2562770	8299757
3190538	8133586
3190538	8133588
2562770	8299706
2562770	8299707
2562770	8299731
2562770	8299745
3190538	3239224
3175395	2523228
732800	726051
732800	729560
732800	730436
732800	728379
3190538	3197752
3190538	3199296
732800	864555
732800	864554
732800	864553
2264397	2732264
146669	146398
2960313	2959975
458258	457889
458258	461613
3190538	3186905
3190538	3239083
3190538	3196684
798549	676309
798549	676898
798549	677104
798549	677692
798549	665849
798549	667869
719819	3054638
3175395	3164857
3175395	3170831
798549	683016
798549	683121
3190538	3190535
798549	686581
3190538	3239134
719819	721589
732800	728194
732800	733192
390903	736572
660013	830682
732800	864563
732800	864562
732800	864559
732800	864558
2264397	2263478
3190538	3239054
3190538	3344907
3057568	3343954
3190538	3239202
2661886	2664179
2264397	2732437
2960313	2960020
2960313	2960683
2960313	2960696
3190538	3344936
3077311	3339575
3017382	3030293
719819	3045226
3190538	3239056
3190538	3239071
3190538	3239075
3190538	3239078
3190538	3239080
3190538	3239096
3190538	3239101
3190538	3239110
3190538	3239112
3190538	3239115
3190538	3239133
3190538	3239193
3190538	3239207
3190538	3239213
3190538	3239216
3190538	3239226
3190538	3239229
3190538	3239211
3190538	3239231
3190538	3239241
3190538	3239243
3190538	3239245
3190538	3239272
3190538	3239275
3190538	3239279
3190538	3239280
3190538	3239285
3190538	3239294
3190538	3239270
3202326	3337515
3202326	3337528
3077311	3339541
3077311	3339577
3057568	3343955
3057568	3343958
3057568	3343957
3057568	3343956
3190538	3344893
3190538	3344895
3190538	3344896
3190538	3344899
3190538	3344900
3190538	3344901
3190538	3344904
3190538	3344905
3190538	3344908
3190538	3344898
3190538	3344910
3190538	3344911
3190538	3344912
3190538	3344914
3190538	3344917
3190538	3344918
3190538	3344919
3190538	3344920
3190538	3344921
3190538	3344922
3190538	3344923
3190538	3344924
3190538	3344925
3190538	3344926
3190538	3344928
3190538	3344930
3190538	3344931
3190538	3344932
3190538	3344937
3190538	3344940
3190538	3344941
3190538	3344942
3190538	3344933
458258	456197
3175395	3174618
3175395	3176525
3175395	3177401
732800	725713
732800	728331
732800	727524
732800	864557
3057568	865084
3190538	3186843
3190538	3187213
3190538	3188885
3190538	3188914
3190538	3189074
3190538	3190509
3190538	3191028
3190538	3192120
3190538	3193340
3190538	3194350
3190538	3194451
3190538	3194791
3190538	3195213
3190538	3196288
3190538	3196424
3190538	3196759
3190538	3198364
3190538	3200196
3190538	3201729
3190538	3202707
3190538	3202780
3190538	3239073
3190538	3239105
3190538	3239175
3190538	3239179
3190538	3239184
3190538	3239113
3190538	3239114
3190538	3239199
3190538	3239282
390903	6697804
390903	6697808
3190538	8133581
3190538	8133582
3190538	8133583
3190538	8133584
3190538	8133585
3190538	8133591
2562770	8299712
2562770	8299709
2562770	8299711
2562770	8299713
2562770	8299726
2562770	8299715
2562770	8299719
2562770	8299727
2562770	8299728
2562770	8299729
2562770	8299714
2562770	8299717
2562770	8299735
2562770	8299736
2562770	8299737
2562770	8299738
2562770	8299739
2562770	8299740
2562770	8299749
2562770	8299742
2562770	8299743
2562770	8299744
2562770	8299746
2562770	8299747
2562770	8299750
2562770	8299752
2562770	8299759
2562770	8299760
2562770	8299764
2562770	8299762
2562770	8299763
2562770	8299765
2562770	8299766
458258	7628323
458258	7628380
3017382	11071622
3190538	11288217
3190538	3344913
3190538	3344934
3017382	11071623
2264397	2593105
2264397	2268337
2750405	2748838
3190538	3239268
453733	592133
732800	727012
3190538	3191679
3190538	3239069
3190538	3344939
3175395	2523119
2661886	2721357
3190538	3344902
3175395	3174004
3175395	3174725
3190538	3190529
3190538	3190533
3190538	3192672
3190538	3195505
3190538	3199016
3190538	3199130
3190538	3199169
3190538	3196306
798549	673887
458258	459281
453733	587875
453733	588334
453733	587590
453733	590854
453733	591961
3175395	3164604
3175395	3165361
3190538	3192062
3190538	3192240
3190538	3239215
3190538	3344935
3190538	3239091
3190538	3239188
3190538	3239204
3190538	3239248
3190538	3239262
3190538	3344915
3190538	3344916
458258	12276857
458258	12276858
3190538	8469236
3190538	3239086
2510769	6362988
2921044	2945356
2921044	2861876
2921044	2838632
2921044	2847618
2921044	2911297
2782113	2761367
2782113	2763586
2750405	2744011
597427	864481
2510769	2513413
2750405	2755249
2750405	2756631
798549	685947
732800	731061
732800	453753
2782113	2774686
2510769	3336903
2623032	6418542
2782113	2762300
2510769	2593112
2510769	2593111
2510769	2593110
2510769	3115609
2510769	2521383
2750405	2751596
3077311	3339578
3077311	3339573
2750405	2749990
732800	864561
732800	864560
732800	864556
732800	864552
732800	726419
732800	728204
732800	453751
798549	681291
3077311	3339540
3077311	3339537
3077311	3339576
3202326	3337512
2661886	2708794
798549	668248
2661886	2686655
2661886	2673722
2661886	2664870
2661886	2712411
2661886	2702259
2661886	2676207
2661886	2666218
3202326	3337521
3202326	3337522
2661886	3337386
2661886	2702976
2661886	2685867
597427	864485
3202326	3337511
3202326	3337533
597427	864482
798549	664517
798549	684878
798549	671857
3202326	3337513
3057568	3056506
798549	669737
798549	662892
798549	680962
798549	865518
798549	680428
798549	673612
798549	683843
798549	684038
798549	682714
798549	683504
798549	662447
798549	679134
798549	675848
798549	672628
798549	665091
798544	858786
597427	864484
458258	459202
2264397	3411865
798544	3337496
798544	3337495
798544	3337498
798544	858787
798544	3337493
798544	3337494
798544	858788
798544	3337499
798544	3337497
798544	858785
798544	858789
798544	3337492
798544	3337500
798544	858790
798544	858791
2963597	7521313
2802361	2800867
3175395	3165244
458258	454571
2510769	2593109
2510769	3336899
2510769	2593113
3190538	3239107
2510769	3336901
2510769	3336902
2510769	3336900
2510769	3114710
2510769	3117732
2510769	2519582
2510769	3336898
2510769	3336897
3190538	3344903
3190538	3344906
3190538	3239180
3190538	3202332
3190538	3239059
3190538	3239093
3190538	3239087
3190538	3239098
3190538	3239251
3190538	3239185
3190538	3190944
3190538	3239181
3190538	3204853
3190538	3239051
3190538	3239066
3190538	3239100
3190538	3239132
3190538	3239187
3190538	3239189
3190538	3239191
3190538	3239195
3190538	3239214
3190538	3239234
3190538	3239247
3190538	3344909
3190538	3344927
3190538	3188687
3190538	3189037
3190538	3190716
3190538	3197942
3190538	3203411
3190538	3239177
3190538	3239205
3190538	3239197
3190538	3239200
3190538	3239062
3190538	3239227
3190538	3239283
3190538	3239286
3190538	3239318
2623032	6418538
3190538	3197146
2750405	2745909
2750405	2755634
2750405	3319179
2750405	2755812
2750405	2749879
2750405	2743698
2562770	8299758
2562770	8299755
2562770	8299748
2562770	8334638
2562770	8299702
2562770	8299754
2562770	8299761
2562770	8299700
2562770	8299704
2562770	8299708
2562770	8299718
2562770	8299721
2562770	8299724
2562770	8299730
2562770	8299741
2562770	8299756
2562770	8299705
2562770	8299732
2562770	8299734
2562770	8299701
2562770	8299710
597427	864478
2562770	8299751
2562770	8299733
458258	7628341
458258	7628359
458258	457955
2960313	2960161
458258	459282
2960313	2960315
458258	461525
458258	7628322
2960313	2960275
2960313	2960656
2960313	2960152
2960313	2960629
458258	457773
458258	457061
458258	7628320
458258	461160
458258	7628327
458258	7628342
458258	454311
458258	457712
458258	460414
2963597	7521316
2963597	7521315
2963597	7521314
719819	3046431
719819	3043047
719819	720293
719819	715593
719819	720002
719819	3047348
719819	3042925
719819	3043845
719819	722433
719819	3055399
719819	3053028
719819	3055744
719819	3042613
719819	3049518
719819	722064
